trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
20034	4240	1	0	3	1	1	5	0.0	1	2012	11	26	1	8.333333332999999	28	0	1	1	17832	4.123611111000001	1.222222222	0.297777778	0.5166666670000001	0.0	0.066666667	1	0.640555556	0.0	2.82	0.0	0.541197
20039	4241	1	0	3	3	2	5	0.0	1	2012	11	26	1	12.0	76	0	1	2	3362	0.7425	0.2463888889999999	0.140277778	0.0	0.212222222	0.0	0	0.176666667	0.0	0.44	0.0	0.378931
20049	4243	0	1	3	3	6	5	0.0	1	2012	11	26	1	16.25	48	0	0	0	1715	0.421388889	0.148888889	0.099444444	0.0	0.111944444	0.0	0	0.119444444	0.0	0.3	0.0	0.339535
20052	4244	1	0	3	3	6	1	1.0	1	2012	11	26	1	19.0	18	1	0	0	1995	0.5119444439999999	0.157222222	0.070277778	0.083333333	0.191944444	0.075555556	1	0.155833333	3.0	0.36	0.0	0.6167560000000001
20056	4245	0	0	4	4	1	5	0.0	1	2012	11	26	1	9.5	87	1	1	2	2846	0.7344444440000001	0.2738888889999999	0.309444444	0.066666667	0.0	0.0	0	0.274166667	0.0	0.63	0.0	0.445795
20090	4249	3	3	4	3	1	5	0.0	1	2012	11	26	1	17.91666667	8	0	0	1	1162	0.258055556	0.07	0.067777778	0.0	0.064444444	0.0	0	0.0705555559999999	0.0	0.19	0.0	0.3110239999999999
20092	4249	4	1	4	2	1	5	0.0	1	2012	11	26	1	15.33333333	7	1	0	1	2023	0.521388889	0.1436111109999999	0.1072222219999999	0.0	0.297777778	0.133055556	1	0.160555556	0.0	0.43	0.0	0.067474
20095	4250	0	1	4	5	1	1	1.0	1	2012	11	26	1	8.5	36	1	1	2	1932	0.5025	0.277222222	0.090277778	0.0	0.106388889	0.0	0	0.1041666669999999	1.5	0.34	0.0	0.130667
20121	4256	1	0	4	1	6	1	1.0	1	2012	11	26	1	8.0	43	0	1	2	4073	0.931944444	0.2919444439999999	0.2713888889999999	0.0	0.488333333	0.0	0	0.378611111	1.5	0.76	0.0	0.6705800000000001
20127	4259	0	4	4	3	1	1	1.0	1	2012	11	27	2	21.0	28	1	1	2	6567	1.543055556	0.500833333	0.169722222	0.333333333	0.0	0.0	0	0.379444444	2.4	1.12	0.0	0.420937
20129	4260	0	0	3	2	6	1	1.0	1	2012	11	27	2	8.583333332999999	35	0	0	0	899	0.352222222	0.117777778	0.156944444	0.0	0.147777778	0.0	0	0.068888889	1.5	0.2	0.0	0.141129
20181	4272	0	1	3	1	6	1	1.0	1	2012	11	27	2	16.0	57	1	0	0	6670	1.505	0.4608333329999999	0.034166667	0.183333333	0.1166666669999999	0.166666667	1	0.515555556	3.2	1.45	0.0	0.512931
20200	4276	1	0	3	2	1	2	0.0	1	2012	11	27	2	7.5	16	1	0	2	10088	2.442777778	0.704722222	0.201388889	0.233333333	0.1	0.316666667	2	0.488055556	1.7	1.89	0.0	0.372795
20211	4280	0	1	3	1	1	1	1.0	1	2012	11	27	2	17.5	25	1	1	2	6809	1.667777778	0.535555556	0.0841666669999999	0.25	0.114722222	0.183333333	2	0.571111111	4.4	1.46	10.5	0.580739
20217	4282	0	2	3	3	6	1	1.0	1	2012	11	27	2	17.5	54	0	0	0	2480	0.6577777779999999	0.271111111	0.1030555559999999	0.0	0.283333333	0.0	0	0.199722222	1.5	0.48	10.5	0.767733
20233	4288	0	0	4	3	1	1	1.0	1	2012	11	28	3	17.0	49	1	1	1	710	0.260277778	0.067777778	0.1566666669999999	0.0	0.039444444	0.0	0	0.11	1.5	0.27	0.0	0.214646
20241	4290	0	0	3	1	1	1	1.0	1	2012	11	28	3	6.0	52	1	1	1	6978	1.7275	0.588888889	0.174166667	0.0	0.579444444	0.0	0	0.395	1.5	1.22	0.0	0.263713
20257	4294	0	4	4	3	2	1	1.0	1	2012	11	28	3	18.58333333	32	1	1	1	2328	0.5686111110000001	0.190555556	0.215833333	0.0	0.166666667	0.0	0	0.188055556	1.5	0.4	0.0	0.308715
20278	4298	0	0	4	3	2	5	0.0	1	2012	11	28	3	8.0	72	1	1	2	3216	0.829722222	0.339166667	0.133888889	0.0	0.3963888889999999	0.0	0	0.229722222	0.0	0.56	0.0	0.384522
20283	4298	0	6	4	3	2	5	0.0	1	2012	11	28	3	18.58333333	72	1	1	2	2918	0.9075	0.286111111	0.431111111	0.133333333	0.0	0.0	0	0.25	0.0	0.56	0.0	0.404444
20295	4302	0	5	1	3	1	1	1.0	1	2012	11	28	3	23.75	55	1	1	2	768	0.2044444439999999	0.064166667	0.148055556	0.0	0.016388889	0.0	0	0.054722222	1.5	0.15	0.0	0.1421319999999999
20301	4304	0	1	1	3	1	1	1.0	1	2012	11	29	4	14.0	58	0	1	1	1035	0.257777778	0.078333333	0.1866666669999999	0.0	0.033333333	0.0	0	0.076666667	1.5	0.2	0.0	0.1340579999999999
20315	4309	0	1	3	5	6	5	0.0	1	2012	11	29	4	17.5	65	1	1	0	1363	0.328055556	0.1266666669999999	0.0	0.0	0.147777778	0.0	0	0.112222222	0.0	0.25	0.0	0.623762
20321	4311	1	0	4	1	1	4	1.0	1	2012	11	29	4	7.25	78	0	1	2	3289	0.848611111	0.339722222	0.183055556	0.0	0.367222222	0.0	0	0.228333333	1.5	0.68	10.5	0.367397
20327	4313	0	1	3	4	1	1	1.0	1	2012	11	29	4	19.5	23	0	1	1	15277	3.657777778	1.088055556	0.218055556	0.483333333	0.1	0.1	1	0.691666667	4.3	2.76	0.0	0.430924
20331	4315	0	0	3	1	6	1	1.0	1	2012	11	29	4	7.5	28	0	1	0	7635	1.863333333	0.620833333	0.274444444	0.183333333	0.132222222	0.133333333	1	0.5644444439999999	4.3	1.3	10.5	0.885827
20332	4315	0	3	3	1	6	1	1.0	1	2012	11	29	4	18.0	28	0	1	0	7635	1.853055556	0.598333333	0.3125	0.1166666669999999	0.088055556	0.1166666669999999	1	0.653333333	4.3	1.54	10.5	0.724065
20350	4322	0	1	4	1	1	1	1.0	1	2012	11	30	5	17.25	40	1	1	1	5004	1.234444444	0.405555556	0.0897222219999999	0.1	0.245277778	0.1166666669999999	1	0.487222222	3.2	1.18	0.0	0.479475
20414	4337	0	3	1	3	6	1	1.0	1	2012	11	30	5	18.0	49	0	1	0	1989	0.582777778	0.1888888889999999	0.049722222	0.0	0.189444444	0.0	0	0.173888889	1.5	0.45	0.0	0.43131
20445	4344	2	3	3	3	6	5	0.0	1	2012	12	1	6	17.5	5	1	0	0	4804	1.163333333	0.328611111	0.1825	0.0	0.366666667	0.0	0	0.3363888889999999	0.0	0.85	0.0	0.2518579999999999
20465	4346	0	2	3	3	6	4	1.0	1	2012	12	1	6	11.5	34	1	1	0	3278	0.878055556	0.2872222219999999	0.0436111109999999	0.0	0.427777778	0.0	0	0.226111111	1.5	0.58	0.0	0.300983
20482	4350	1	1	4	3	1	1	1.0	1	2012	12	1	6	11.33333333	37	0	1	1	7040	1.778055556	0.5744444439999999	0.257222222	0.25	0.071388889	0.1166666669999999	1	0.388611111	3.79	1.23	0.0	0.212294
20564	4365	0	0	3	3	6	5	0.0	1	2012	12	2	7	7.666666667	82	0	0	0	1049	0.2944444439999999	0.105	0.071388889	0.0	0.077222222	0.0	0	0.069444444	0.0	0.19	0.0	0.26
20611	4377	1	0	3	2	6	1	1.0	1	2012	12	3	1	8.25	43	0	0	0	1440	0.426111111	0.170833333	0.075	0.0	0.155	0.0	0	0.079722222	1.5	0.28	0.0	0.0418118
20623	4380	0	0	3	3	6	5	0.0	1	2012	12	3	1	9.5	74	0	0	0	5974	1.4938888890000002	0.484444444	0.240833333	0.3	0.0	0.0	0	0.3263888889999999	0.0	1.02	0.0	0.298723
20635	4381	0	11	4	3	2	1	1.0	1	2012	12	3	1	19.75	44	1	1	1	4112	0.991944444	0.3288888889999999	0.140833333	0.0	0.413055556	0.0	0	0.280833333	1.5	0.65	0.0	0.425321
20674	4389	1	0	1	2	1	1	0.0	1	2012	12	3	1	8.25	18	1	0	1	2176	0.611944444	0.199166667	0.346388889	0.0	0.228333333	0.0	0	0.217777778	0.0	0.59	0.0	0.289541
20701	4395	1	3	3	3	1	1	1.0	1	2012	12	3	1	16.0	41	0	1	1	1626	0.459444444	0.148888889	0.055833333	0.0	0.15	0.0	0	0.167777778	1.5	0.48	0.0	0.251656
20711	4398	1	4	4	3	1	1	1.0	1	2012	12	4	2	15.5	31	1	0	1	5128	1.262777778	0.373888889	0.237777778	0.0	0.337777778	0.0	0	0.280555556	1.5	0.92	0.0	0.5415840000000001
20716	4400	0	0	4	4	1	1	1.0	1	2012	12	4	2	15.0	54	0	1	2	5423	1.5625	0.458611111	0.181388889	0.3	0.163888889	0.102777778	1	0.290277778	3.0	1.01	0.0	0.209569
20718	4400	0	2	4	3	1	1	1.0	1	2012	12	4	2	16.83333333	54	0	1	2	7030	1.806111111	0.623888889	0.0777777779999999	0.0	0.5425	0.074166667	1	0.335555556	3.0	1.16	0.0	0.197848
20759	4412	0	0	4	3	2	5	0.0	1	2012	12	4	2	9.0	60	0	1	2	4317	0.982222222	0.330555556	0.082222222	0.0	0.435833333	0.0	0	0.255555556	0.0	0.64	0.0	0.596739
20766	4415	1	1	4	3	1	1	1.0	1	2012	12	5	3	22.75	32	0	1	2	14620	3.619444444	1.146111111	0.318611111	0.3833333329999999	0.0	0.1166666669999999	1	0.704722222	2.9	2.39	0.0	0.459992
20775	4417	0	0	3	3	6	1	1.0	1	2012	12	5	3	19.0	45	0	0	0	5753	1.4825	0.464166667	0.090555556	0.0	0.483333333	0.066666667	1	0.373888889	3.0	1.05	0.0	0.215453
20815	4427	1	0	1	2	1	1	1.0	1	2012	12	5	3	8.166666667000001	45	0	1	1	909	0.2372222219999999	0.051666667	0.145	0.0	0.041388889	0.0	0	0.0705555559999999	1.5	0.19	0.0	0.0905512
20820	4427	1	5	1	2	1	1	1.0	1	2012	12	5	3	15.75	45	0	1	1	909	0.257222222	0.071666667	0.161666667	0.0	0.047777778	0.0	0	0.066666667	1.5	0.18	0.0	0.0291667
20826	4427	3	1	1	2	1	5	0.0	1	2012	12	5	3	15.75	9	0	0	1	909	0.257222222	0.071666667	0.161666667	0.0	0.047777778	0.0	0	0.066666667	0.0	0.18	0.0	0.0291667
20864	4438	1	0	3	4	2	5	0.0	1	2012	12	6	4	7.0	60	1	1	1	7063	1.645277778	0.698611111	0.1222222219999999	0.233333333	0.3383333329999999	0.133333333	1	0.524444444	0.0	1.07	10.5	0.757945
20869	4440	0	0	4	4	1	1	1.0	1	2012	12	6	4	8.75	53	0	1	1	7083	1.6491666669999998	0.4733333329999999	0.080555556	0.0	0.4613888889999999	0.2166666669999999	1	0.184722222	3.0	0.96	0.0	0.261654
20886	4444	1	7	4	3	1	1	1.0	1	2012	12	7	5	15.68333333	42	1	1	2	1804	0.4375	0.136111111	0.0633333329999999	0.0	0.1166666669999999	0.0	0	0.111111111	1.5	0.31	0.0	0.0825
20893	4445	0	2	4	2	1	1	1.0	1	2012	12	7	5	17.5	47	1	1	1	5101	1.208333333	0.332777778	0.231111111	0.0	0.4538888889999999	0.0	0	0.2775	1.5	0.85	0.0	0.367367
20916	4448	3	1	4	2	6	5	0.0	1	2012	12	7	5	16.75	6	0	0	0	3720	0.8919444440000001	0.290555556	0.1844444439999999	0.0	0.376388889	0.0	0	0.2691666669999999	0.0	0.67	0.0	0.350877
20932	4451	2	0	3	2	1	2	0.0	1	2012	12	7	5	7.25	16	0	0	1	5804	1.551388889	0.565	0.1016666669999999	0.0	0.610555556	0.166666667	1	0.370833333	0.0	1.09	0.0	0.374532
20962	4453	4	4	3	3	6	2	0.0	1	2012	12	7	5	16.5	16	0	0	0	2209	0.5275	0.235555556	0.164166667	0.066666667	0.0	0.0	0	0.1875	0.85	0.45	0.0	0.34963
20979	4458	0	1	4	1	6	1	1.0	1	2012	12	7	5	17.0	35	0	0	0	14895	3.443611111	1.093055556	0.313055556	0.2666666669999999	0.368055556	0.136111111	1	0.7275	5.7	2.98	0.0	0.368461
21001	4461	2	4	4	3	2	3	0.0	1	2012	12	8	6	16.58333333	12	1	0	1	5204	1.243333333	0.446388889	0.300833333	0.0	0.316666667	0.0	0	0.283333333	0.0	0.84	0.0	0.130392
21010	4463	1	0	4	3	2	1	1.0	1	2012	12	8	6	10.5	55	1	1	1	1309	0.425277778	0.165	0.098055556	0.0	0.090277778	0.0	0	0.095555556	1.5	0.24	0.0	0.0290697999999999
21014	4465	0	6	1	3	6	1	1.0	1	2012	12	8	6	16.11666667	31	0	0	0	995	0.252777778	0.1	0.103333333	0.0	0.14	0.0	0	0.091111111	1.5	0.21	0.0	0.301829
21026	4466	1	0	4	3	6	5	0.0	1	2012	12	8	6	10.86666667	6	1	0	0	1054	0.321666667	0.083611111	0.223333333	0.0	0.040555556	0.0	0	0.0777777779999999	0.0	0.22	0.0	0.0285714
21046	4470	0	5	4	3	1	1	1.0	1	2012	12	8	6	18.41666667	33	0	1	2	2226	0.499166667	0.150833333	0.1794444439999999	0.0	0.158888889	0.0	0	0.123611111	1.5	0.37	0.0	0.161798
21047	4470	0	6	4	5	1	1	1.0	1	2012	12	8	6	18.51666667	33	0	1	2	1571	0.3677777779999999	0.096666667	0.081388889	0.0	0.0897222219999999	0.0	0	0.081666667	1.5	0.25	0.0	0.2278909999999999
21056	4471	0	4	4	3	2	1	1.0	1	2012	12	8	6	19.16666667	44	1	1	1	1380	0.352777778	0.114722222	0.166944444	0.0	0.064166667	0.0	0	0.0872222219999999	1.5	0.22	0.0	0.11465
21084	4475	0	2	4	5	1	1	1.0	1	2012	12	8	6	17.75	52	1	1	2	3532	0.828611111	0.251944444	0.425555556	0.1	0.0	0.0	0	0.168611111	2.1	0.61	0.0	0.0889621
21103	4481	1	0	4	3	6	5	0.0	1	2012	12	9	7	17.0	5	1	0	0	4009	1.038055556	0.375	0.2469444439999999	0.0	0.343611111	0.136111111	1	0.3325	0.0	0.76	0.0	0.320802
21111	4484	1	2	3	3	1	1	1.0	1	2012	12	9	7	15.18333333	47	0	1	1	822	0.240555556	0.065	0.064166667	0.0	0.083333333	0.0	0	0.08	1.5	0.2	0.0	0.138889
21137	4492	0	2	3	3	1	5	0.0	1	2012	12	10	1	14.0	64	0	1	1	1801	0.483888889	0.158333333	0.1580555559999999	0.05	0.0	0.0	0	0.131388889	0.0	0.37	0.0	0.511628
21146	4493	0	1	3	3	6	5	0.0	1	2012	12	10	1	14.0	64	0	1	0	3026	0.7325	0.283611111	0.1775	0.1166666669999999	0.0	0.0	0	0.252222222	0.0	0.61	10.5	0.621145
21152	4495	0	9	1	5	1	1	1.0	1	2012	12	10	1	18.16666667	43	0	1	1	813	0.198333333	0.103888889	0.1325	0.0	0.1	0.0	0	0.1225	1.5	0.27	0.0	0.528345
21162	4498	0	0	3	1	6	1	1.0	1	2012	12	10	1	8.75	30	1	1	0	11602	2.831111111	1.025555556	0.219722222	0.3	0.0	0.15	1	0.8069444440000001	5.7	2.04	0.0	0.602065
21177	4503	1	0	4	1	1	1	1.0	1	2012	12	11	2	10.5	58	1	1	2	6349	1.575555556	0.519166667	0.255833333	0.0	0.477222222	0.0	0	0.390555556	1.5	1.36	0.0	0.40825
21201	4509	0	2	1	5	6	4	0.5	1	2012	12	11	2	14.33333333	19	1	0	0	539	0.16	0.0536111109999999	0.0861111109999999	0.0	0.066666667	0.0	0	0.125	0.75	0.21	10.5	0.42
21215	4511	0	4	3	4	1	1	1.0	1	2012	12	11	2	16.0	33	0	1	1	3299	0.8086111109999999	0.272222222	0.091388889	0.15	0.0	0.0	0	0.263611111	2.4	0.66	10.5	0.631191
21223	4513	0	0	4	3	1	1	1.0	1	2012	12	11	2	10.5	42	1	1	1	1176	0.304166667	0.096111111	0.1566666669999999	0.0	0.057222222	0.0	0	0.069166667	1.5	0.21	0.0	0.0883534
21226	4513	1	1	3	1	1	1	1.0	1	2012	12	11	2	18.66666667	21	1	0	1	15097	3.938055556	1.3125	0.367222222	0.7333333329999999	0.0	0.133333333	1	0.754722222	5.09	2.97	0.0	0.426573
21231	4514	1	2	1	3	1	5	0.0	1	2012	12	11	2	17.0	60	1	1	1	280	0.0605555559999999	0.021111111	0.0258333329999999	0.0	0.016666667	0.0	0	0.031944444	0.0	0.08	0.0	0.165217
21236	4515	0	5	4	5	1	5	0.0	1	2012	12	11	2	19.61666667	59	0	1	1	3184	0.788333333	0.231666667	0.137222222	0.0	0.256388889	0.0	0	0.2025	0.0	0.65	0.0	0.406036
21241	4516	0	0	2	3	6	1	1.0	1	2012	12	11	2	15.5	24	1	1	0	2909	0.69	0.261666667	0.1838888889999999	0.1	0.0	0.0	0	0.269444444	2.4	0.52	10.5	0.5164949999999999
21251	4521	1	2	3	3	6	5	0.0	1	2012	12	12	3	12.16666667	74	0	0	0	2875	0.8211111109999999	0.251388889	0.0525	0.0	0.336111111	0.0	0	0.185	0.0	0.56	0.0	0.1366369999999999
21257	4523	0	3	4	2	1	1	1.0	1	2012	12	12	3	15.75	56	1	1	2	18309	4.196111111	1.747222222	0.2919444439999999	0.416666667	0.566666667	0.133333333	1	0.462777778	4.3	3.33	0.0	0.2172869999999999
21266	4526	0	3	1	5	1	5	0.0	1	2012	12	12	3	19.0	74	0	1	1	435	0.113055556	0.057222222	0.044722222	0.0	0.033333333	0.0	0	0.083888889	0.0	0.17	0.0	0.6523180000000001
21286	4533	1	3	4	3	1	1	1.0	1	2012	12	13	4	22.75	26	1	1	1	8800	2.173333333	0.601666667	0.223333333	0.2	0.0	0.0	0	0.3375	1.5	1.51	0.0	0.11358
21291	4534	0	4	3	3	6	5	0.0	1	2012	12	13	4	16.08333333	74	0	1	1	787	0.194722222	0.073055556	0.010277778	0.0	0.056388889	0.0	0	0.092777778	0.0	0.16	10.5	0.901198
21294	4535	0	4	1	5	6	5	0.0	1	2012	12	13	4	14.0	41	1	0	0	211	0.051666667	0.036111111	0.011666667	0.0	0.028611111	0.0	0	0.06	0.0	0.1	0.0	0.601852
21381	4553	0	1	1	1	6	1	1.0	1	2012	12	14	5	18.0	22	1	0	0	1657	0.3977777779999999	0.132222222	0.131388889	0.0	0.115833333	0.0	0	0.135	1.5	0.29	0.0	0.327161
21393	4556	0	2	1	3	6	1	0.5	1	2012	12	14	5	14.0	57	0	0	0	2708	0.606388889	0.166111111	0.205555556	0.0	0.193333333	0.0	0	0.2191666669999999	0.75	0.49	0.0	0.370089
21401	4557	5	1	3	4	6	1	1.0	1	2012	12	14	5	17.5	31	1	0	0	8668	2.169722222	0.693333333	0.101388889	0.566666667	0.0	0.1	1	0.665	4.5	1.54	0.0	0.51462
21417	4562	0	0	4	4	1	1	1.0	1	2012	12	14	5	17.0	46	1	1	2	5306	1.326111111	0.336944444	0.155	0.0	0.381944444	0.0	0	0.3508333329999999	1.5	1.0	0.0	0.233571
21418	4562	0	1	4	4	1	1	1.0	1	2012	12	14	5	18.25	46	1	1	2	5306	1.366111111	0.406111111	0.102777778	0.0	0.450555556	0.0	0	0.435833333	1.5	1.08	0.0	0.356278
21455	4570	1	1	4	5	1	1	0.0	1	2012	12	15	6	14.0	52	1	1	2	3745	0.928888889	0.319166667	0.2463888889999999	0.0	0.256944444	0.0	0	0.255833333	0.0	0.81	0.0	0.439739
21456	4570	1	2	4	3	1	1	0.0	1	2012	12	15	6	14.66666667	52	1	1	2	1551	0.4083333329999999	0.136666667	0.167777778	0.0	0.123888889	0.0	0	0.1566666669999999	0.0	0.39	0.0	0.289007
21458	4571	0	3	3	3	6	1	1.0	1	2012	12	15	6	18.5	32	0	1	0	11509	2.761944444	0.985277778	0.242777778	0.4	0.0	0.1	1	0.702777778	2.4	1.87	0.0	0.693281
21486	4578	0	0	1	3	6	5	0.0	1	2012	12	16	7	12.5	72	0	0	0	1204	0.336666667	0.120833333	0.195277778	0.0	0.083333333	0.0	0	0.1072222219999999	0.0	0.27	0.0	0.34715
21490	4580	0	0	3	3	6	4	0.5	1	2012	12	16	7	15.0	21	1	0	0	3296	0.830833333	0.3363888889999999	0.085277778	0.0	0.275	0.075	1	0.258611111	1.5	0.6	0.0	0.578947
21494	4580	2	0	3	3	6	1	1.0	1	2012	12	16	7	15.0	52	1	0	0	3296	0.830833333	0.3363888889999999	0.085277778	0.0	0.275	0.075	1	0.258611111	3.0	0.6	0.0	0.578947
21517	4587	0	0	3	2	6	1	1.0	1	2012	12	17	1	8.583333332999999	44	1	1	0	934	0.244722222	0.0875	0.196111111	0.0	0.020833333	0.0	0	0.160555556	1.5	0.33	0.0	0.404844
21518	4587	0	1	1	5	6	1	1.0	1	2012	12	17	1	9.0	44	1	1	0	502	0.152222222	0.066111111	0.0605555559999999	0.0	0.041666667	0.0	0	0.051944444	1.5	0.12	0.0	0.00534759
21522	4587	0	5	1	5	6	1	1.0	1	2012	12	17	1	15.08333333	44	1	1	0	283	0.081666667	0.022222222	0.06	0.0	0.025	0.0	0	0.0258333329999999	1.5	0.06	0.0	0.333333
21523	4587	0	6	1	2	6	1	1.0	1	2012	12	17	1	15.5	44	1	1	0	934	0.250277778	0.105555556	0.1925	0.0	0.016666667	0.0	0	0.103888889	1.5	0.22	0.0	0.513369
21548	4593	0	2	3	3	6	1	1.0	1	2012	12	17	1	10.75	38	0	0	0	3794	1.000277778	0.306944444	0.308055556	0.0	0.358333333	0.0	0	0.305277778	1.5	0.76	0.0	0.21929
21554	4593	1	5	4	3	6	1	1.0	1	2012	12	17	1	23.33333333	38	1	0	0	3651	0.844722222	0.2666666669999999	0.105277778	0.0	0.245	0.133333333	1	0.1891666669999999	3.0	0.54	0.0	0.123348
21559	4594	0	0	3	1	6	4	1.0	1	2012	12	17	1	7.5	29	1	1	0	3399	0.7980555559999999	0.254444444	0.268611111	0.0	0.1888888889999999	0.0	0	0.2144444439999999	1.5	0.54	10.5	0.411917
21570	4595	1	1	3	3	6	1	1.0	1	2012	12	17	1	22.0	21	0	1	0	938	0.235555556	0.083333333	0.148333333	0.033333333	0.0	0.0	0	0.068333333	2.29	0.18	0.0	0.313008
21577	4598	0	1	4	4	2	1	1.0	1	2012	12	17	1	8.25	50	0	1	2	990	0.258333333	0.098888889	0.2	0.0	0.046666667	0.0	0	0.113333333	1.5	0.2	0.0	0.453431
21581	4598	0	6	4	4	2	1	1.0	1	2012	12	17	1	17.5	50	0	1	2	6445	1.595833333	0.478055556	0.07	0.183333333	0.180555556	0.2944444439999999	2	0.515555556	4.7	1.24	0.0	0.578125
21582	4598	0	7	1	3	2	1	1.0	1	2012	12	17	1	19.0	50	0	1	2	868	0.211388889	0.058888889	0.0872222219999999	0.0	0.062222222	0.0	0	0.1072222219999999	1.5	0.33	0.0	0.256477
21602	4603	1	0	3	1	6	1	1.0	1	2012	12	18	2	10.0	39	0	0	0	10833	2.649444444	0.7686111109999999	0.366388889	0.25	0.0	0.0	0	0.519166667	2.8	1.67	10.5	0.572499
21604	4604	0	0	1	3	1	1	1.0	1	2012	12	18	2	10.0	37	1	1	2	1169	0.309722222	0.0875	0.165555556	0.0	0.061388889	0.0	0	0.0891666669999999	1.5	0.22	0.0	0.00934579
21608	4605	0	0	4	4	2	1	1.0	1	2012	12	18	2	8.5	59	0	1	2	5389	1.273333333	0.393055556	0.4719444439999999	0.166666667	0.0	0.0	0	0.338055556	1.7	0.8	0.0	0.761709
21611	4605	0	3	4	5	2	1	1.0	1	2012	12	18	2	13.46666667	59	0	1	2	2674	0.681666667	0.200277778	0.186111111	0.0	0.293333333	0.0	0	0.2119444439999999	1.5	0.48	0.0	0.606815
21635	4611	3	1	3	1	1	1	1.0	1	2012	12	19	3	14.0	22	0	0	1	5148	1.288055556	0.4013888889999999	0.296388889	0.183333333	0.0	0.1	1	0.3458333329999999	3.0	1.01	0.0	0.414458
21637	4612	0	1	1	3	2	5	0.0	1	2012	12	19	3	16.75	65	0	1	2	692	0.229166667	0.066388889	0.09	0.0	0.065	0.0	0	0.079722222	0.0	0.16	0.0	0.324042
21641	4614	0	2	1	3	6	5	0.0	1	2012	12	19	3	14.58333333	77	1	0	0	918	0.260555556	0.0711111109999999	0.129444444	0.0	0.06	0.0	0	0.069444444	0.0	0.17	0.0	0.0559999999999999
21652	4617	0	0	3	2	6	1	1.0	1	2012	12	19	3	7.75	25	1	0	0	4279	1.031111111	0.346388889	0.273611111	0.233333333	0.0	0.0	0	0.359444444	2.9	0.81	0.0	0.812983
21671	4622	0	1	3	5	6	1	1.0	1	2012	12	20	4	14.5	35	0	0	0	3275	0.8361111109999999	0.306388889	0.1875	0.083333333	0.0	0.083333333	1	0.274444444	1.5	0.65	0.0	0.151822
21701	4629	0	2	1	3	1	5	0.0	1	2012	12	21	5	13.5	74	0	1	1	905	0.2238888889999999	0.0705555559999999	0.1191666669999999	0.0	0.041111111	0.0	0	0.071388889	0.0	0.17	0.0	0.2607
21723	4635	0	2	1	5	1	5	0.0	1	2012	12	22	6	11.16666667	68	1	1	1	330	0.091944444	0.0358333329999999	0.0288888889999999	0.0	0.023888889	0.0	0	0.041944444	0.0	0.11	0.0	0.0927152
21727	4637	1	1	3	3	1	1	1.0	1	2012	12	22	6	13.0	21	1	1	1	18986	4.558055556	1.4305555559999998	0.302777778	0.55	0.0	0.0	0	1.083611111	2.8	3.41	10.5	0.6495770000000001
21732	4638	0	4	3	3	2	5	0.0	1	2012	12	22	6	16.66666667	63	0	1	1	10610	2.425	0.7616666670000001	0.140277778	0.4	0.194444444	0.1222222219999999	1	0.457222222	0.0	1.34	0.0	0.45565
21734	4639	0	1	4	3	1	1	1.0	1	2012	12	22	6	23.75	47	1	0	1	9177	2.1352777780000003	0.7625	0.206666667	0.316666667	0.183333333	0.133333333	1	0.450555556	3.9	1.49	0.0	0.711467
21755	4644	3	2	4	3	1	5	0.0	1	2012	12	26	3	14.5	5	1	0	1	1388	0.391666667	0.1225	0.101388889	0.0	0.088888889	0.0	0	0.0872222219999999	0.0	0.26	0.0	0.0859873
21757	4645	0	0	3	5	6	1	1.0	1	2012	12	26	3	11.0	38	1	0	0	1440	0.407222222	0.167222222	0.228055556	0.0	0.075	0.0	0	0.277777778	1.5	0.66	0.0	0.636
21768	4648	2	2	4	3	1	1	1.0	1	2012	12	27	4	17.0	20	0	1	2	4223	1.061111111	0.365277778	0.115	0.0	0.45	0.0	0	0.2491666669999999	1.5	0.73	0.0	0.5540689999999999
21777	4651	0	1	4	4	2	1	1.0	1	2012	12	27	4	15.5	49	1	1	2	7149	1.808055556	0.5772222220000001	0.156944444	0.0	0.983333333	0.0	0	0.494444444	1.5	1.24	0.0	0.347753
21802	4656	0	2	4	3	2	1	1.0	1	2012	12	27	4	10.83333333	44	0	1	2	2877	0.776388889	0.321111111	0.159722222	0.0	0.193611111	0.0	0	0.149166667	1.5	0.44	0.0	0.20298
21814	4658	1	2	3	3	6	1	1.0	1	2012	12	28	5	12.66666667	40	0	1	0	2300	0.583888889	0.175555556	0.147777778	0.0	0.1275	0.0	0	0.145277778	1.5	0.38	0.0	0.206501
21860	4674	1	0	1	3	2	1	1.0	1	2012	12	29	6	16.0	42	0	1	1	960	0.230555556	0.090555556	0.114444444	0.0	0.079166667	0.0	0	0.063611111	1.5	0.15	0.0	0.222707
21874	4676	1	1	3	4	1	2	0.0	1	2012	12	29	6	17.0	17	1	0	2	6189	1.469166667	0.422777778	0.140555556	0.366666667	0.0	0.133333333	1	0.487222222	1.2	1.25	0.0	0.689282
